expiry,d3,spot_0930,gate,P20,P35,P65,P80,premium_credit_points,gross_mc_ev_points,realized_net_pnl_inr,win,es95_inr_proxy,es99_inr_proxy,lot_size,data_source,model_status,status,error
2024-09-12,2024-09-09,24765.85,False,24550.0,24700.0,24950.0,25100.0,2.8500000000000085,-12.004362299316028,,0.0,3259.299801403827,3408.3044281740863,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-09-19,2024-09-16,25399.75,False,25150.0,25300.0,25600.0,25750.0,-8.300000000000004,-25.154961120515694,,0.0,2940.5623938505237,3104.3242671309567,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-09-26,2024-09-23,25896.9,False,25650.0,25800.0,26100.0,26250.0,20.75,-0.6436114811178697,,0.0,3655.258047893182,3833.7446481448437,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-10-03,2024-09-27,26220.6,False,25950.0,26150.0,26400.0,26600.0,-23.550000000000004,-7.270935924446942,,0.0,3815.6116946517195,3979.9273276151375,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-10-10,2024-10-07,25071.9,True,24800.0,25000.0,25250.0,25400.0,28.39999999999999,32.04265377184567,362.3365624999815,1.0,4878.270819957532,5228.596121864568,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-10-17,2024-10-14,25048.8,False,24800.0,24950.0,25250.0,25400.0,-2.0500000000000114,-10.215863129614018,,0.0,3125.4372878024187,3277.753627683529,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-10-24,2024-10-21,24889.2,False,24650.0,24800.0,25050.0,25250.0,-13.099999999999987,-7.231436074105732,,0.0,3942.04991622167,4209.212550552553,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-10-31,2024-10-28,24186.15,True,23950.0,24100.0,24350.0,24500.0,18.75,8.551949495976514,83.7225,1.0,3632.4501698297017,3792.0517009006116,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-11-07,2024-11-04,24098.8,True,23850.0,24000.0,24250.0,24400.0,82.85,68.27715041488128,1681.9749999999997,1.0,5240.507386713624,5385.932989323226,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-11-14,2024-11-11,24114.8,False,23850.0,24050.0,24300.0,24450.0,-17.60000000000001,-11.277065677854903,,0.0,3751.6875147973215,4086.5343934491534,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-11-21,2024-11-14,23578.35,True,23350.0,23500.0,23750.0,23900.0,53.79999999999998,43.26656906575951,4700.601875000037,1.0,4489.2698437418085,4661.510369307891,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-11-28,2024-11-25,24314.95,True,24050.0,24200.0,24500.0,24650.0,33.85000000000001,23.49275151360634,805.1596875000362,1.0,4023.213905107336,4165.491205355614,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-12-05,2024-12-02,24061.4,False,23800.0,23950.0,24200.0,24400.0,-6.799999999999997,-0.7068166138359042,,0.0,4071.290269664026,4351.597367397517,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-12-12,2024-12-09,24674.9,True,24400.0,24600.0,24850.0,25000.0,16.400000000000006,23.95662006718739,1304.766874999982,1.0,4608.388245392508,4931.275861616289,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-12-19,2024-12-16,24694.3,True,24450.0,24600.0,24900.0,25050.0,24.150000000000006,10.47168924251798,-8509.124374999981,0.0,3757.5029191722583,3924.3238496809263,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2024-12-26,2024-12-20,23907.1,True,23650.0,23800.0,24050.0,24200.0,83.6,72.85972377060247,2944.4787499999816,1.0,5270.321512887077,5411.386674185226,25.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-01-02,2024-12-30,23755.9,False,23500.0,23650.0,23900.0,24100.0,-24.799999999999997,-11.41318740739004,,0.0,10708.46056863843,11806.809827141687,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-01-09,2025-01-06,24063.15,False,23800.0,24000.0,24250.0,24400.0,-9.099999999999994,-0.14672825982433496,,0.0,12201.415756834156,13073.131604405846,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-01-16,2025-01-13,23229.8,True,23000.0,23150.0,23400.0,23550.0,36.650000000000006,29.07993727380005,1750.3375000000003,1.0,12417.731717151135,12869.038394596611,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-01-23,2025-01-20,23221.85,True,23000.0,23150.0,23400.0,23550.0,40.599999999999994,36.44337191489662,2045.0425,1.0,12637.418761196132,13158.582309358722,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-01-30,2025-01-27,22956.4,True,22700.0,22850.0,23100.0,23250.0,42.599999999999994,38.770690465585645,13393.339375,1.0,12907.953404897507,13337.458575212444,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-02-06,2025-02-03,23332.6,True,23100.0,23250.0,23500.0,23650.0,16.44999999999999,11.868111038160018,7982.2759374998905,1.0,10890.652302098513,11347.557851536338,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-02-13,2025-02-10,23453.35,True,23200.0,23350.0,23600.0,23750.0,13.049999999999997,6.193649433984176,-1440.3762499998918,0.0,10684.946243807985,11107.907256069884,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-02-20,2025-02-17,22826.4,True,22600.0,22750.0,22950.0,23100.0,44.94999999999999,41.20698888533184,2369.6800000000003,1.0,13145.243892081799,13513.791764618787,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-02-27,2025-02-21,22888.6,True,22650.0,22800.0,23050.0,23200.0,19.299999999999997,16.69634012824052,3806.3659374999465,1.0,11060.80210612829,11541.690883149779,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-03-06,2025-03-03,22169.05,False,21950.0,22100.0,22300.0,22450.0,-5.650000000000006,-0.6500396333983992,,0.0,9295.68092455643,9711.381821321638,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-03-13,2025-03-10,22586.9,False,22350.0,22500.0,22750.0,22850.0,10.79999999999999,-5.169706756101262,,0.0,9860.245540582568,10851.234895555779,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-03-20,2025-03-17,22545.3,False,22350.0,22450.0,22700.0,22850.0,0.3499999999999943,-8.611745546217614,,0.0,9032.266797067306,10017.048410434862,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-03-27,2025-03-24,23471.5,True,23250.0,23400.0,23650.0,23800.0,0.70000000000001,4.978448469423278,-938.6374999999996,0.0,9726.997274518651,10176.207363695079,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-04-03,2025-03-28,23550.7,True,23350.0,23500.0,23700.0,23850.0,29.950000000000017,31.42471511679648,4982.186874999891,1.0,11950.465751002415,12369.972515263647,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-04-09,2025-04-04,23064.35,True,22850.0,23000.0,23200.0,23350.0,29.69999999999999,36.44141378242428,-21390.699687499895,0.0,11985.625555925651,12382.31220111804,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-04-17,2025-04-11,22778.55,True,22550.0,22700.0,22950.0,23050.0,174.95000000000002,163.51513856628156,-40605.60218750011,0.0,22310.595784104422,23120.87056930421,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-04-24,2025-04-21,23934.25,True,23700.0,23850.0,24100.0,24250.0,53.60000000000001,51.209809228190935,14007.634375000054,1.0,13685.556768534676,14161.835455869463,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-04-30,2025-04-25,24303.85,True,24050.0,24200.0,24450.0,24600.0,59.84999999999998,55.132301732898014,3486.535,1.0,14119.856631021396,14629.035379432373,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-05-08,2025-05-05,24445.75,True,24200.0,24350.0,24600.0,24750.0,26.60000000000001,18.978974378210054,6708.441250000055,1.0,11716.611746619425,12147.614380885472,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-05-15,2025-05-12,24587.6,True,24350.0,24500.0,24750.0,24900.0,16.650000000000006,16.844390631770807,-682.1543749998933,0.0,10975.241034809853,11393.416047097175,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-05-22,2025-05-19,25033.75,True,24800.0,24950.0,25200.0,25350.0,53.750000000000014,44.85281709167309,-24.16812499994616,0.0,13726.073111504937,14152.524421236403,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-05-29,2025-05-26,25047.45,True,24800.0,24950.0,25200.0,25400.0,60.25,69.3901932926428,12231.85000000011,1.0,17225.2854095101,18254.474993746822,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-06-05,2025-06-02,24570.5,True,24350.0,24500.0,24750.0,24900.0,78.44999999999999,73.16456483019539,4944.450625000109,1.0,15521.984451989822,16009.558304825974,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-06-12,2025-06-09,25083.75,True,24850.0,25000.0,25250.0,25400.0,29.349999999999994,24.88221362205364,9578.503749999945,1.0,11937.613760940936,12344.835953574771,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-06-19,2025-06-16,24770.75,True,24550.0,24700.0,24950.0,25100.0,21.900000000000006,19.759166838921182,647.8375000000001,1.0,11358.708508966174,11800.178637445677,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-06-26,2025-06-23,24910.5,True,24700.0,24850.0,25100.0,25250.0,22.600000000000016,19.501891665879743,-10516.79375,0.0,11396.650761571636,11831.736199232988,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-07-03,2025-06-30,25610.85,False,25350.0,25550.0,25800.0,25900.0,2.0,-2.2726957322554244,,0.0,12909.742139006335,13918.336171359655,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-07-10,2025-07-07,25449.05,False,25250.0,25400.0,25650.0,25750.0,7.600000000000001,-16.729818658600593,,0.0,9840.483497836653,10618.33863388775,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-07-17,2025-07-14,25071.95,False,24850.0,25000.0,25250.0,25400.0,-3.9499999999999957,-4.442104957322267,,0.0,9448.846091717664,9828.651309633782,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-07-24,2025-07-21,24913.6,False,24700.0,24850.0,25100.0,25250.0,-9.149999999999999,-6.188822872753217,,0.0,9060.803597871367,9469.386016561632,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-07-31,2025-07-28,24803.7,False,24600.0,24750.0,24950.0,25100.0,-5.549999999999997,-6.289131696519785,,0.0,9326.200793438213,9747.646625857782,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-08-07,2025-08-04,24667.0,True,24450.0,24600.0,24850.0,24950.0,24.30000000000001,6.463000461289369,1117.3440624998912,1.0,10986.324214963146,11863.894166274247,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-08-14,2025-08-11,24387.35,True,24150.0,24300.0,24550.0,24700.0,-1.1500000000000057,1.3461772239232688,5013.405624999946,1.0,9564.311319154329,10026.434426054884,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-08-21,2025-08-18,24979.7,False,24750.0,24900.0,25150.0,25300.0,-1.9500000000000028,-1.2736226257372827,,0.0,9490.40259523831,9958.920641363795,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-08-28,2025-08-22,24978.2,False,24750.0,24900.0,25150.0,25300.0,-6.050000000000004,-4.263164719519239,,0.0,9238.468742021341,9660.823847076603,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-09-02,2025-08-28,24523.8,True,24300.0,24450.0,24700.0,24800.0,30.05000000000001,12.605841095683033,1260.7299999999996,1.0,11356.466998931002,12214.323338461372,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-09-09,2025-09-04,24905.7,False,24650.0,24800.0,25050.0,25200.0,-11.549999999999997,-9.352743595751113,,0.0,8831.24131598241,9280.791361213007,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-09-16,2025-09-11,24979.5,False,24750.0,24900.0,25150.0,25300.0,-16.15,-18.7321917108861,,0.0,8453.35834945694,8913.787683845192,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-09-23,2025-09-18,25424.95,False,25200.0,25350.0,25600.0,25700.0,-6.050000000000004,-20.42857176369799,,0.0,8869.647313587238,9621.801085442778,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-09-30,2025-09-25,25054.8,False,24850.0,25000.0,25200.0,25350.0,-18.299999999999997,-16.998822937480348,,0.0,8422.99428636024,8777.982859721924,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
2025-10-07,2025-10-01,24659.0,False,24450.0,24600.0,24800.0,24950.0,-7.850000000000016,-2.0258353096117734,,0.0,9130.136243196952,9561.58751728889,75.0,thetrademarkk/india-index-options-1m,"At the 09:30 signal, bootstrap h daily log returns with replacement from the preceding 756 NIFTY sessions, where h is the number of trading-session closes from D3 to expiry. Start from the 09:30 NIFTY spot. This is provisional until the original MC implementation is recovered.",,
