candidate_id,family,label,target_q20,target_q35,target_q65,target_q80,valid_expiries,gated_trades,gate_rate,mean_net_pnl_per_valid_expiry,mean_net_pnl_per_gated_trade,median_net_pnl_per_gated_trade,win_rate,mean_es95_inr_proxy,mean_es99_inr_proxy,mean_shock9p3_gross_loss_inr,p05_realized_net_pnl_inr,p01_realized_net_pnl_inr,common_gated_n,common_gate_mean_delta_pnl_inr,common_gate_mean_delta_es99_inr,session_ev_retention,gated_ev_retention,win_delta_pp,es99_reduction_pct,shock_reduction_pct
Q19p5_35p0_65p0_80p5,OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+0.5pp,0.195,0.35,0.65,0.805,98,55,0.5612244897959183,1028.6409432398023,1832.851135227284,2260.163749999981,0.7636363636363637,12168.229582425542,12678.797182954242,112327.27749090904,-20250.96821874993,-36898.63580375008,53,79.49183490566035,-2.0840811663948564,1.1168757415944472,1.0762620782637398,-0.994854202401374,0.07466776213320703,-0.8669501645294231
Q20p0_35p0_65p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+0.0pp,0.2,0.35,0.65,0.8,98,53,0.5408163265306123,920.9985542091895,1702.9784587264262,2369.6800000000003,0.7735849056603774,12209.669605186133,12688.271231135923,111361.82595754712,-20413.786999999928,-37035.930855000086,53,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Q20p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_0.0pp_call_0.5pp,0.2,0.35,0.65,0.805,98,55,0.5612244897959183,900.9928488520472,1605.4054397727386,2140.1,0.7454545454545455,12201.055640597639,12706.646384950587,112765.1138545454,-20250.96821874993,-36898.63580375008,53,-156.53671698113212,26.816034112830202,0.9782782445578104,0.9427044902102534,-2.813036020583193,-0.144819995410983,-1.2601157397807317
Q18p0_35p0_65p0_82p0,COMBINED_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+2.0pp,0.18,0.35,0.65,0.82,98,60,0.6122448979591837,864.7387091836787,1412.4065583333418,2290.2410937499817,0.65,12084.927554290976,12719.768165750278,112099.02438749994,-16124.822821874892,-32711.610085625078,53,-498.7814056603784,265.2134300674643,0.9389142960448857,0.8293742948396489,-12.358490566037739,-0.2482366119118229,-0.6619848620602387
Q19p0_35p0_65p0_81p0,COMBINED_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+1.0pp,0.19,0.35,0.65,0.81,98,55,0.5612244897959183,819.7123769132712,1460.5784170454647,1750.3375000000003,0.6727272727272727,12197.23434586911,12725.579566909035,112010.46839999995,-21310.05806874993,-36898.63580375008,53,-306.82891037735976,46.46367576782239,0.8900256934899456,0.8576611228175837,-10.085763293310468,-0.2940379748626487,-0.5824639070664217
Q18p0_35p0_65p0_81p5,OUTER_ASYMMETRIC,put_2.0pp_call_1.5pp,0.18,0.35,0.65,0.815,98,60,0.6122448979591837,870.8498622449031,1422.3881083333413,2200.1318749999905,0.6333333333333333,12105.303437888844,12738.7274075569,112035.04938749994,-16124.822821874892,-32711.610085625078,53,-372.21941509434083,263.81900832369644,0.9455496518044523,0.8352355257605991,-14.02515723270441,-0.397659976696918,-0.6045369893714403
Q19p0_36p0_64p0_81p0,COMBINED_SYMMETRIC,outer_+1.0pp_inner_-1.0pp,0.19,0.36,0.64,0.81,98,57,0.5816326530612245,717.0105012755148,1232.7548969298323,1750.3375000000003,0.6666666666666666,12197.204366621103,12747.020581848914,111383.83378508769,-21634.809224999906,-35895.50325250008,53,-387.5181391509465,256.67106339677235,0.7785142528167941,0.7238816736717557,-10.691823899371078,-0.4630209241494265,-0.01976245212516048
Q18p0_36p0_64p0_82p0,COMBINED_SYMMETRIC,outer_+2.0pp_inner_-1.0pp,0.18,0.36,0.64,0.82,98,61,0.6224489795918368,717.5893239795959,1152.848422131154,2501.8956250001097,0.639344262295082,12137.640627187204,12749.435475551385,112547.07269672125,-15853.73468749989,-31875.900050000077,53,-579.4706344339652,341.59396061809514,0.7791427257947762,0.6769600732315267,-13.42406433652954,-0.48205341217304465,-1.0643204967077047
Q20p0_37p0_63p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC,inner_shift_-2.0pp,0.2,0.37,0.63,0.8,98,55,0.5612244897959183,844.0288214285762,1503.9059000000088,2045.0425,0.7090909090909091,12251.723112538639,12750.893688959926,110638.45980909085,-21185.993218749933,-35993.442053750085,53,-49.076021226416984,236.6177836211479,0.9164279548226838,0.8831033019200407,-6.449399656946831,-0.4935460212289078,0.6495638359342415
Q18p5_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_1.5pp_call_1.0pp,0.185,0.35,0.65,0.81,98,58,0.5918367346938775,791.8204056122511,1337.9034439655277,1511.5359374999907,0.6379310344827587,12170.839099304458,12779.32967589894,111502.76281465514,-16666.999090624897,-36692.69322687508,53,-296.17576886792574,281.3983009216431,0.859741203711382,0.78562558270178,-13.565387117761873,-0.7176584036095335,-0.12655760256818915
