candidate_id,family,label,target_q20,target_q35,target_q65,target_q80,valid_expiries,gated_trades,gate_rate,mean_net_pnl_per_valid_expiry,mean_net_pnl_per_gated_trade,median_net_pnl_per_gated_trade,win_rate,mean_es95_inr_proxy,mean_es99_inr_proxy,mean_shock9p3_gross_loss_inr,p05_realized_net_pnl_inr,p01_realized_net_pnl_inr,common_gated_n,common_gate_mean_delta_pnl_inr,common_gate_mean_delta_es99_inr,session_ev_retention,gated_ev_retention,win_delta_pp,es99_reduction_pct,shock_reduction_pct
Q19p0_35p0_65p0_82p0,OUTER_ASYMMETRIC,put_1.0pp_call_2.0pp,0.19,0.35,0.65,0.82,97,56,0.5773195876288659,831.7842042525823,1440.7690680803657,2508.7723437499817,0.6964285714285714,11984.144955315398,12526.263499758335,111132.22030357139,-21304.297953124937,-35577.83194062508,52,-430.3863557692321,-20.97946731247561,0.8983103244911465,0.8341453013132074,-7.280219780219788,1.4192638075321007,-0.5015345530638093
Q20p0_34p5_65p5_80p0,INNER_SYMMETRIC,inner_shift_+0.5pp,0.2,0.345,0.655,0.8,97,55,0.5670103092783505,814.0266804123755,1435.6470545454627,2140.1,0.7454545454545455,12034.734873656209,12528.130885984117,110598.30314999996,-20897.56196874993,-36194.880803750086,52,42.09014423076923,43.52861750137686,0.8791325534761399,0.831179868741078,-2.3776223776223793,1.4045676206846158,-0.01869084570733648
Q20p0_35p0_65p0_82p0,OUTER_ASYMMETRIC,put_0.0pp_call_2.0pp,0.2,0.35,0.65,0.82,97,56,0.5773195876288659,789.5271192010366,1367.573760044653,2200.1318749999905,0.6964285714285714,12004.255764290258,12537.660520360081,112084.04173214281,-21304.297953124937,-35577.83194062508,52,-509.21207211538473,-8.70575281828862,0.8526735167823325,0.7917682655835946,-7.280219780219788,1.3295701266237803,-1.362306648956535
Q19p5_35p0_65p0_81p5,OUTER_ASYMMETRIC,put_0.5pp_call_1.5pp,0.195,0.35,0.65,0.815,97,54,0.5567010309278351,916.3982886597992,1646.1228518518615,2200.1318749999905,0.7037037037037037,12052.416030117087,12538.790704324016,111995.86147222218,-21315.81818437493,-35577.84267687508,52,-139.64863461538465,-165.66580610423716,0.9896918453612962,0.9530365918293964,-6.552706552706555,1.3206756652227702,-1.2825615361971243
Q20p0_36p0_64p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC,inner_shift_-1.0pp,0.2,0.36,0.64,0.8,97,54,0.5567010309278351,849.5535289948489,1526.0498576388957,2254.8900000000003,0.7222222222222222,12101.358581379009,12560.865346390892,109929.77401851845,-21200.61510937493,-36042.411454375084,52,-56.27940625000189,16.28325833883603,0.9175008402446373,0.8835193276429844,-4.700854700854706,1.1469499196179456,0.585888127193468
Q20p5_35p0_65p0_79p5,OUTER_SYMMETRIC,outer_shift_-0.5pp,0.205,0.35,0.65,0.795,97,55,0.5670103092783505,1022.8082744845406,1803.861865909099,2944.4787499999816,0.7818181818181819,12075.539750752952,12562.940771151003,110648.34837727268,-20250.96821874993,-36898.63580375008,52,0.501254807692301,107.5592803095289,1.1046125043574784,1.0443609132107068,1.2587412587412583,1.1306164854084755,-0.06394884671032663
Q21p0_34p0_66p0_79p0,COMBINED_SYMMETRIC,outer_-1.0pp_inner_+1.0pp,0.21,0.34,0.66,0.79,97,58,0.5979381443298969,1090.6511179123759,1824.0199730603522,3204.35812499999,0.7931034482758621,12021.735788679822,12569.720118333682,112756.13712499998,-20330.03692187494,-35399.97822687508,52,248.08397475961573,193.73373356876817,1.1778814199998753,1.0560316179309224,2.3872679045092826,1.077263541317397,-1.9701107418080621
Q21p0_37p0_63p0_79p0,COMBINED_SYMMETRIC,outer_-1.0pp_inner_-2.0pp,0.21,0.37,0.63,0.79,97,56,0.5773195876288659,857.4855470360857,1485.287465401791,2568.8332812500234,0.7142857142857143,12107.99210860588,12578.437917613768,109688.5662410714,-21171.371328124937,-35944.472653125085,52,9.386569711536525,233.7980358650922,0.9260672612755534,0.8599195997558708,-5.494505494505497,1.0086551274016475,0.8040224514546335
Q21p0_35p0_65p0_79p0,COMBINED_SYMMETRIC|OUTER_SYMMETRIC,outer_shift_-1.0pp,0.21,0.35,0.65,0.79,97,56,0.5773195876288659,1061.8818878866023,1839.3311272321505,3233.9287499999996,0.8035714285714286,12083.941423543043,12588.540813852776,111589.29139732137,-20169.558828124937,-36829.988278125085,52,33.44482211538462,194.83957590984932,1.1468112262793353,1.064896138687954,3.434065934065933,0.9291461063007711,-0.9148831408652525
Q20p0_34p0_66p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC,inner_shift_+1.0pp,0.2,0.34,0.66,0.8,97,55,0.5670103092783505,906.527179768046,1598.7842988636448,2205.7249999999995,0.7454545454545455,12062.169085409798,12592.073586137592,110666.41678636358,-20897.56196874993,-35606.65580375008,52,214.63915264423116,111.16031958678148,0.9790312449479882,0.9256295406780979,-2.3776223776223793,0.9013434584765223,-0.08028886795357071
Q18p5_35p0_65p0_82p0,OUTER_ASYMMETRIC,put_1.5pp_call_2.0pp,0.185,0.35,0.65,0.82,97,57,0.5876288659793815,795.3376475515514,1353.4693300438685,2140.1,0.6666666666666666,12023.75298408314,12605.898753497038,110898.20176754383,-16938.0872249999,-35577.82657250008,52,-419.5283461538474,99.91649942773182,0.8589487713271169,0.78360238787737,-10.256410256410264,0.7925404482009846,-0.28990176177801086
Q19p0_35p0_65p0_81p5,OUTER_ASYMMETRIC,put_1.0pp_call_1.5pp,0.19,0.35,0.65,0.815,97,54,0.5567010309278351,829.6913195876335,1490.3714444444527,2200.1318749999905,0.6851851851851852,12109.978817699684,12620.134409005606,111479.03739814811,-21315.81818437493,-35577.84267687508,52,-301.3904807692321,-81.1934973964301,0.896050050861423,0.8628630119406294,-8.404558404558404,0.6805069275709785,-0.8151758185670266
Q20p0_33p5_66p5_80p0,INNER_SYMMETRIC,inner_shift_+1.5pp,0.2,0.335,0.665,0.8,97,55,0.5670103092783505,932.2594606958811,1644.166685227281,2655.0999999999995,0.7636363636363637,12080.84742680297,12625.559714984438,110719.68951363632,-20897.56196874993,-35606.65580375008,52,262.63975360576956,146.57834048248466,1.0068215943102388,0.9519040528024074,-0.5594405594405605,0.6378101842466122,-0.12846563276680545
Q18p5_35p0_65p0_81p5,OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+1.5pp,0.185,0.35,0.65,0.815,97,57,0.5876288659793815,801.5118021907266,1363.9762247807105,1787.0340000000472,0.6491228070175439,12045.201282607208,12625.855850135591,110830.85966228067,-16938.0872249999,-35577.82657250008,52,-290.53247115384744,98.4952618811992,0.8656167349996896,0.7896854424558574,-12.01079622132254,0.635479623244628,-0.22900146751148043
Q20p0_35p0_65p0_81p5,OUTER_ASYMMETRIC,put_0.0pp_call_1.5pp,0.2,0.35,0.65,0.815,97,54,0.5567010309278351,787.4342345360878,1414.4651990740836,2092.57125,0.6851851851851852,12130.834471451395,12631.95354148149,112466.11147222215,-21315.81818437493,-35577.84267687508,52,-380.21619711538466,-68.91978290224311,0.8504132431526089,0.8189164563691789,-8.404558404558404,0.5874912584808767,-1.7078283624557544
Q20p0_35p5_64p5_80p0,INNER_SYMMETRIC,inner_shift_-0.5pp,0.2,0.355,0.645,0.8,97,53,0.5463917525773195,792.4461224226842,1450.3259221698188,2140.1,0.7169811320754716,12215.163837623095,12671.307076760924,111082.04253773579,-21215.23699999993,-36091.38085500008,52,-87.77219471154032,-23.066764058004154,0.8558259819503686,0.8396783219135695,-5.224963715529762,0.27778194415121193,-0.4561566918715565
Q19p5_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_0.5pp_call_0.0pp,0.195,0.35,0.65,0.8,97,52,0.5360824742268041,1054.9071069587676,1967.8074879807787,2953.2426249999908,0.7884615384615384,12199.407914885582,12677.147840904227,110114.53910096151,-20495.196390624926,-37104.578380625084,52,240.5675625,-29.455886726902463,1.1392786022086872,1.1392786022086876,1.9230769230769162,0.23181557683150666,0.4187973027086622
Q19p5_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_0.5pp_call_1.0pp,0.195,0.35,0.65,0.81,97,54,0.5567010309278351,924.7639613402115,1661.1500787037135,2092.57125,0.7037037037037037,12180.313282762303,12687.307781425161,111758.18554629626,-21315.81818437493,-36967.28332937508,52,-124.04343750000001,-11.436533729971625,0.9987266047396384,0.9617367304900223,-6.552706552706555,0.15185762159252159,-1.0676212136099705
Q19p5_35p0_65p0_80p5,OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+0.5pp,0.195,0.35,0.65,0.805,97,54,0.5567010309278351,1034.6951572165,1858.6190787037133,2314.921874999991,0.7592592592592593,12191.014495038064,12696.275252761077,111590.00962037031,-20332.37760937493,-36967.28332937508,52,81.02052403846149,-2.124159650363988,1.1174501002501893,1.0760630595001823,-0.9971509971509973,0.08128430768319372,-0.9155326601349323
Q20p0_36p5_63p5_80p0,INNER_SYMMETRIC,inner_shift_-1.5pp,0.2,0.365,0.635,0.8,97,54,0.5567010309278351,861.6901269329933,1547.8507835648215,2115.8175,0.7407407407407407,12218.544699017088,12704.00886360393,109799.61661111105,-21200.61510937493,-36042.411454375084,52,-33.639983173078775,164.9322954446887,0.9306081235716028,0.8961411560319139,-2.8490028490028574,0.02042138153373063,0.7035949375330808
Q20p0_35p0_65p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+0.0pp,0.2,0.35,0.65,0.8,97,52,0.5360824742268041,925.9430528350564,1727.2399254807783,2657.079374999991,0.7692307692307693,12234.12778410607,12706.603727631129,110577.63525480767,-20495.196390624926,-37104.578380625084,52,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Q20p0_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_0.0pp_call_1.0pp,0.2,0.35,0.65,0.81,97,54,0.5567010309278351,795.7999072165003,1429.4924259259355,1897.69,0.6851851851851852,12213.747230900553,12715.672709384398,112204.12999074068,-21315.81818437493,-36967.28332937508,52,-364.61099999999993,18.019352996930838,0.8594480025309512,0.8276165950298048,-8.404558404558404,-0.07137219313408938,-1.4709075051071885
Q20p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_0.0pp_call_0.5pp,0.2,0.35,0.65,0.805,97,54,0.5567010309278351,905.7311030927889,1626.9614259259356,2200.1318749999905,0.7407407407407407,12224.448443176314,12724.640180720318,112035.95406481475,-20332.37760937493,-36967.28332937508,52,-159.5470384615385,27.331727076538474,0.9781714980415022,0.941942924039965,-2.8490028490028574,-0.14194550704345055,-1.3188189516321502
Q19p0_36p0_64p0_81p0,COMBINED_SYMMETRIC,outer_+1.0pp_inner_-1.0pp,0.19,0.36,0.64,0.81,97,56,0.5773195876288659,748.2138601804157,1296.0132935267918,1945.21875,0.6785714285714286,12205.446274449667,12748.164089248441,110606.89791517855,-21695.836609374906,-35944.472653125085,52,-342.0646899038494,243.3762231911286,0.8080560223326169,0.7503377350231444,-9.065934065934067,-0.3270768689113801,-0.026463452852332203
Q18p0_36p0_64p0_82p0,COMBINED_SYMMETRIC,outer_+2.0pp_inner_-1.0pp,0.18,0.36,0.64,0.82,97,60,0.6185567010309279,748.7986501288689,1210.5578177083382,2628.1609375000276,0.65,12144.340345503297,12750.542997352653,111841.31986666663,-16191.61032187489,-31904.80696062508,52,-537.708579326926,329.93225305132285,0.8086875837949148,0.7008625726222596,-11.923076923076925,-0.34579869383961626,-1.1428030712964832
Q18p0_35p0_65p0_82p0,COMBINED_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+2.0pp,0.18,0.35,0.65,0.82,97,59,0.6082474226804123,883.5475135309318,1452.612013771193,2320.318437499982,0.6610169491525424,12120.221559886135,12759.091423979395,111396.59696186434,-16395.910956249892,-32760.19512125008,52,-481.42917307692426,295.9922553217012,0.9542136644642263,0.8410018737650807,-10.821382007822688,-0.41307415792095625,-0.7406214694043012
Q19p0_35p0_65p0_81p0,COMBINED_SYMMETRIC|OUTER_ASYMMETRIC|OUTER_SYMMETRIC,outer_shift_+1.0pp,0.19,0.35,0.65,0.81,97,54,0.5567010309278351,838.056992268046,1505.3986712963044,1945.21875,0.6851851851851852,12237.876070344899,12768.651486106752,111241.36147222218,-21315.81818437493,-36967.28332937508,52,-285.78528365384744,73.03577497783544,0.9050848102397653,0.8715631506012552,-8.404558404558404,-0.48831111605924793,-0.6002354959798728
Q18p0_35p0_65p0_81p5,OUTER_ASYMMETRIC,put_2.0pp_call_1.5pp,0.18,0.35,0.65,0.815,97,59,0.6082474226804123,889.721668170107,1462.7627425847525,2260.163749999981,0.6440677966101694,12140.942797443287,12778.372008867487,111331.53763983045,-16395.910956249892,-32760.19512125008,52,-352.4332980769243,294.57101777516857,0.9608816281367989,0.8468787231036196,-12.516297262059982,-0.5648108871160851,-0.6817855918925586
Q18p0_37p0_63p0_82p0,COMBINED_SYMMETRIC,outer_+2.0pp_inner_-2.0pp,0.18,0.37,0.63,0.82,97,59,0.6082474226804123,732.9463176546428,1205.0134375000057,2283.8659374999465,0.6101694915254238,12208.382811189173,12783.582150272061,111151.8253728813,-16529.485956249893,-31933.71387125008,52,-505.4874254807723,373.9784858506992,0.7915673813961935,0.6976526073322381,-15.90612777053455,-0.6058143016889561,-0.519264240685291
Q20p0_37p0_63p0_80p0,COMBINED_SYMMETRIC|INNER_SYMMETRIC,inner_shift_-2.0pp,0.2,0.37,0.63,0.8,97,54,0.5567010309278351,862.0973434278385,1548.5822650463028,2068.2887499999997,0.7222222222222222,12291.728100218716,12793.426983282958,109844.91753703698,-21200.61510937493,-36042.411454375084,52,-24.05825240384808,265.80054134211133,0.9310479092512927,0.8965646533530969,-4.700854700854706,-0.6832923849118488,0.6626274075062888
Q21p5_35p0_65p0_78p5,OUTER_SYMMETRIC,outer_shift_-1.5pp,0.215,0.35,0.65,0.785,97,56,0.5773195876288659,889.6031739690783,1540.9197834821534,3534.969374999991,0.7857142857142857,12259.410818483098,12814.302921694367,112041.23702232137,-20877.51060937491,-36829.988278125085,51,21.205818627453294,387.5643147753699,0.9607536567667823,0.8921283955691549,1.6483516483516425,-0.8475844243811537,-1.3235965519981185
Q18p5_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_1.5pp_call_1.0pp,0.185,0.35,0.65,0.81,97,57,0.5876288659793815,809.8774748711389,1378.212544956149,1718.3049999999996,0.6491228070175439,12208.878711148804,12821.077636349231,110765.22808333329,-16938.0872249999,-36761.34075250008,52,-274.92727403846277,312.48837369230654,0.8746514943780318,0.7979276790817134,-12.01079622132254,-0.9009009108324806,-0.1696480740371653
Q22p0_37p0_63p0_78p0,COMBINED_SYMMETRIC,outer_-2.0pp_inner_-2.0pp,0.22,0.37,0.63,0.78,97,54,0.5567010309278351,689.3235000000038,1238.2292500000071,2493.429531250024,0.6851851851851852,12357.96019028761,12823.677190814513,111042.92408796289,-21888.99747812491,-36042.411454375084,51,-54.05441911764897,322.74594267462743,0.7444556097585378,0.716883179767481,-8.404558404558404,-0.9213592057553566,-0.42078023470391024
Q22p0_36p0_64p0_78p0,COMBINED_SYMMETRIC,outer_-2.0pp_inner_-1.0pp,0.22,0.36,0.64,0.78,97,56,0.5773195876288659,809.4551108247459,1402.091888392864,3622.2899999999995,0.7321428571428571,12308.881263104098,12828.974379291047,112272.9334508928,-21211.44810937491,-35944.472653125085,51,-86.90736029411953,375.1728736870469,0.8741953496452647,0.8117528246706032,-3.708791208791218,-0.9630476741304017,-1.5331293639790688
Q19p0_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_1.0pp_call_0.0pp,0.19,0.35,0.65,0.8,97,52,0.5360824742268041,968.2001378866021,1806.065641826931,2953.2426249999908,0.7692307692307693,12320.298375817785,12850.267088169165,109664.71217788459,-20495.196390624926,-37104.578380625084,52,78.82571634615252,143.66336053803485,1.045636807708814,1.045636807708814,0.0,-1.1306196653133371,0.8255946827036009
Q19p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_1.0pp_call_0.5pp,0.19,0.35,0.65,0.805,97,54,0.5567010309278351,947.9881881443346,1702.8676712963045,2200.1318749999905,0.7407407407407407,12307.427531491297,12862.982676053238,111156.84295370366,-20332.37760937493,-36967.28332937508,52,-80.72132211538602,170.99508761457335,1.0238083057503162,0.9858894796114154,-2.8490028490028574,-1.2306903699377703,-0.5238018497694341
Q22p0_35p0_65p0_78p0,COMBINED_SYMMETRIC|OUTER_SYMMETRIC,outer_shift_-2.0pp,0.22,0.35,0.65,0.78,97,56,0.5773195876288659,869.0069574742316,1505.2441941964369,3534.969374999991,0.7857142857142857,12329.636262510592,12902.80889333198,112251.46916517851,-20877.51060937491,-36829.988278125085,51,-29.524436274509718,473.84839753018804,0.9385101543917873,0.8714737147923739,1.6483516483516425,-1.5441196554685455,-1.5137183088730133
Q18p5_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_1.5pp_call_0.0pp,0.185,0.35,0.65,0.8,97,55,0.5670103092783505,940.0206204896953,1657.8545488636444,2501.8956250001097,0.7090909090909091,12307.866457031841,12922.463165405656,109383.44571818176,-17026.367843749907,-36898.63580375008,52,89.68372596153719,406.71866099044604,1.0152034918470807,0.9598287559281491,-6.013986013986017,-1.6987972742482649,1.0799557558579531
Q18p5_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_1.5pp_call_0.5pp,0.185,0.35,0.65,0.805,97,57,0.5876288659793815,919.8086707474276,1565.2884396929912,2140.1,0.6842105263157895,12296.109233241341,12931.976316129641,110806.91229385961,-16635.490124999902,-36761.34075250008,52,-69.86331250000134,434.0503880669845,0.9933749898885829,0.9062368328808126,-8.502024291497978,-1.773665043228112,-0.20734485642019962
Q19p0_37p0_63p0_81p0,COMBINED_SYMMETRIC,outer_+1.0pp_inner_-2.0pp,0.19,0.37,0.63,0.81,97,56,0.5773195876288659,760.7576746134056,1317.7409720982203,1481.8084374999912,0.6607142857142857,12384.485208131131,12955.98003379565,110534.23273660711,-21695.836609374906,-35944.472653125085,52,-309.8435360576956,475.1889773957825,0.8216030913392725,0.76291715624361,-10.851648351648358,-1.9625724663329125,0.03925072018454712
Q18p0_35p0_65p0_81p0,OUTER_ASYMMETRIC,put_2.0pp_call_1.0pp,0.18,0.35,0.65,0.81,97,59,0.6082474226804123,898.0873408505195,1476.5164756356,2260.163749999981,0.6440677966101694,12333.154540350175,13018.42692701741,111332.46984322029,-16395.910956249892,-33806.42498625008,52,-336.8281009615396,566.9410210606557,0.9699163875151412,0.8548415618777517,-12.516297262059982,-2.4540247423330497,-0.6826286225720235
Q18p0_35p0_65p0_80p5,OUTER_ASYMMETRIC,put_2.0pp_call_0.5pp,0.18,0.35,0.65,0.805,97,58,0.5979381443298969,902.2758949742313,1508.978651939663,2381.0296875000454,0.6724137931034483,12441.896792690908,13139.222748582932,110846.0818232758,-16440.051265624897,-33923.65217937508,52,-131.76413942307803,691.3938959563418,0.9744399422962774,0.8736358103345937,-9.681697612732098,-3.4046786240059745,-0.24276750705469752
Q18p0_35p0_65p0_80p0,OUTER_ASYMMETRIC,put_2.0pp_call_0.0pp,0.18,0.35,0.65,0.8,97,56,0.5773195876288659,935.232818943303,1619.956847098221,2674.7348437499636,0.6785714285714286,12502.354821503333,13180.177986519851,109806.03141964282,-16830.928984374903,-34158.10656562508,52,27.782899038460457,689.1938204079743,1.0100327618202902,0.9378875645474123,-9.065934065934067,-3.7269932158103813,0.6977937567454906
